Localization Key,Description,TitleNote,Note,ContractIntel,EncounterSummary,HaulingSummary,RewardList,ItemRewardList,Cooldown
Foxwell_EliminateAll_desc_001,"Looking for someone willing to take out the trash at <EM4>[LOCATION]</EM4>. Guess a gang has settled in without the permission of the owners. So they’ve hired us to get them out whatever way we see fit. \n\nI’d bring plenty of ammo, if I were you. Doubt they’ll want to leave willingly. \n\nMarcus Clenn\nFoxwell Enforcement\n'Security, Your Way'\n\nFoxwell Enforcement is a bonded security specialist licensed to operate throughout the UEE. We are always looking for new operators to join our family. If you or anyone you know is interested, please reach out to one of our contract representatives.",,[BP Reward],"Reward: 36,000 aUEC\nTime Limit: 11.8 min\nEfficiency: 3,051 aUEC/min\nCooldown: 15 min\nRequires: Jr. Security Contractor",,,100% chance — 1 of 8\n- Antium Helmet Jet\n- Antium Core Maroon\n- Antium Legs Maroon\n- Antium Helmet Maroon\n- Antium Helmet Moss Camo\n- Antium Arms Moss Camo\n- Antium Core Moss Camo\n- Antium Legs Moss Camo,,15 min
headhunters_ChainElimAll_2C_ElimSpec_AttackCFP_H_title_001,Sweep and clear some CFP haunts, <EM4>[BP]</EM4>,,,,,,,
headhunters_ChainElimAll_2C_ElimSpec_AttackCFP_H_desc_001,"Got word from my Judge that we're to take back some of the outposts that CFP have taken over. They're a little pissed that CFP's getting as much of a foothold in the system as they are and think it's making the Headhunters look weak.\n\nFound a couple candidates near [LOCATION] that could use a sweep. Icing on the cake is that the head of security there is [TARGET]. Not sure if you've heard of 'em, but they shot up a handful of Clips last month, so it's a win-win. Get some territory back and punch out someone who could really stand to get got.\n\nStows out.",,[BP Reward],"Reward: 171,750 aUEC\nTime Limit: 35 min\nEfficiency: 4,907 aUEC/min\nRequires: Veteran Contractor",,,"100% chance — 1 of 8\n- Atzkav Sniper Rifle\n- Atzkav ""Igniter"" Sniper Rifle\n- Atzkav ""Mirage"" Sniper Rifle\n- Calico Arms Tactical\n- Calico Core Tactical\n- Calico Legs Tactical\n- Calico Helmet Tactical\n- Atzkav Sniper Rifle Battery (8 cap)",,
HeadHunters_ShipAmbush_VH_title_001,Tactical Strike,,,,,,,,
HeadHunters_ShipAmbush_VH_desc_001,"Some folks don’t seem happy with us. Got word that several sub-capital ships and a number of escorts are targeting our ops. Figured the best way to keep ‘em from causing us trouble is to hit them before they hit us. \n\nWe got eyes on a <EM4>[TARGET]</EM4> that’s part of this squad, and it looks like they regularly pass by <EM4>[LOCATION]</EM4>, a spot tailor made for a surprise attack. A nearby emission cloud can hide you and anyone you bring along for muscle.\n\nNo sugarcoating it. This ain’t gonna be easy. But the payoff should make it worth your while. Finish the job and the main contractor gets a bonus <EM4>12 Council Scrip</EM4>. \n\nPlus, who knows what kinda good stuff you’ll find floating in all that wreckage.\n\nStows out.",,,"Reward: 136,250 aUEC\nTime Limit: 19.2 min\nEfficiency: 7,096 aUEC/min\nCooldown: 15 min\nRequires: Rank IV",Encounter: 6-9 ships\nHostiles: 4-7 ship(s)\nTarget: 1 ship(s),,,- Council Scrip x12,15 min
Intersec_TSG_Group_Title_001,Tactical Strike Group Needed, <EM4>[BP]</EM4>,,,,,,,
Intersec_TSG_Group_Desc_001,"MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Shattered Blade\nEquipment Specs: Strike Group\nBriefing: \nWe've received word that a People's Alliance security ship called Tranquility stumbled across  Shattered Blade hiding out in an old QV Extraction station. Details are sketchy but will connect you with local assets once on site. \n\nIntersec is looking for a team to intervene and protect the Tranquility and their personnel. Based on discussions with the Tranquility's captain, you will <EM4>need  ballistic and ordnance to break down the defenses of the station</EM4> and ultimately <EM4>get boots on the ground to save their pilot</EM4>.\n\n<EM4>Recruiting additional ships</EM4> to support you in this mission is absolutely critical. You will <EM4>need a variety of ship types</EM4> to balance multiple combat zones in space and on the ground.\n\nRespectfully,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.",,[BP Reward],"Reward: 2,878,250 aUEC\nTime Limit: 320 min\nEfficiency: 8,995 aUEC/min\nRequires: Sr. Contractor",Encounter: 74 ships\nHostiles: 23 ship(s)\nHostiles: 5 ship(s)\nHostiles: 22 ship(s)\nReinforcements: 2 ship(s),,"100% chance — 1 of 14\n- WhiteHot Racing Flight Suit\n- BlackFire Racing Flight Suit\n- BlueFlame Racing Flight Suit\n- WhiteHot Racing Helmet\n- BlackFire Racing Helmet\n- BlueFlame Racing Helmet\n- Novian Crossbow\n- Novian ""Nighthunter"" Crossbow\n- Novian ""Ghostmaker"" Crossbow\n- Novian ""Wildshot"" Crossbow\n- Tailwind Flight Helmet Thunderstruck\n- Tailwind Flight Helmet Frostshock\n- Tailwind Flight Helmet Blue Skies\n- Tailwind Flight Helmet Airwolf\n\n100% chance — 1 of 10\n- Omnisky III Cannon\n- Omnisky VI Cannon\n- Omnisky IX Cannon\n- Omnisky XII Cannon\n- Omnisky XV Cannon\n- Omnisky XVIII Cannon\n- JS-300\n- JS-400\n- QuadraCell MX\n- QuadraCell MX",,
headhunters_bombingrun_E_CFP_title_001,Take Out Citizens for Prosperity Fuel Supply,,,,,,,,
headhunters_bombingrun_E_CFP_desc_001,"It seems like I can't go a day without waking up to one of my people bitchin' and moanin' about how hard Citizens for Prosperity is making their life. \n\nEventually we're going wipe those do-gooders out of the system, but for now I'll settle for some peace and quiet. \n\nGo to [LOCATION] and destroy the fuel stores CFP have got there. That should at least keep them out of our business for a bit.\n\n-Stows out",,,"Reward: 20,750 aUEC\nTime Limit: 5 min\nEfficiency: 4,150 aUEC/min\nRequires: Jr. Contractor",,,,,
cfp_sabotage_generators_M_title_001,Take Outlaws at [LOCATION] Offline, <EM4>[BP]</EM4>,,,,,,,
cfp_sabotage_generators_M_desc_001,"We have gotten word that the outlaws at [LOCATION] have begun recruiting with the hopes of launching a raid against Citizens for Prosperity. \n\nIn order to deescalate the situation before it gets out of hand, we would like you to disable their power generators and halt their expansion. \n\nPull this off and it could save a lot of lives.\n \nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 62,000 aUEC\nTime Limit: 15 min\nEfficiency: 4,133 aUEC/min\nCooldown: 45 min\nRequires: Contractor",,,100% chance — 1 of 14\n- FS-9 LMG\n- BR-2 Shotgun\n- Gallant Rifle\n- ADP Arms Woodland\n- ADP Core\n- ADP Legs Woodland\n- Balor HCH Helmet\n- ADP-mk4 Arms Woodland\n- ADP-mk4 Legs Woodland\n- ADP-mk4 Core Woodland\n- ADP-mk4 Helmet Woodland\n- FS-9 Magazine (75 cap)\n- BR-2 Shotgun Magazine (12 cap)\n- Gallant Rifle Battery (45 cap),,45 min
cfp_ChainElimAll_1C_ElimSpec_HHAttack_M_title_001,Taking back from the Headhunters, <EM4>[BP]</EM4>,,,,,,,
cfp_ChainElimAll_1C_ElimSpec_HHAttack_M_desc_001,"We are currently looking for any qualified and available security operatives to head out to [LOCATION] and reclaim a CFP installation that had been taken by Headhunters. \n\nThe group that's currently occupying the outpost is being led by [TARGET], a Headhunter of some note who's had a history of aggression against locals and CFP volunteers.\n\nWe need all Headhunters secured and [TARGET] taken out.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 110,750 aUEC\nTime Limit: 25 min\nEfficiency: 4,430 aUEC/min\nCooldown: 45 min\nRequires: Sr. Contractor",,,"100% chance — 1 of 6\n- Karna ""Brimstone"" Rifle\n- Artimex Core Lodestone\n- Artimex Arms Lodestone\n- Artimex Legs Lodestone\n- Artimex Helmet Lodestone\n- Karna Rifle Battery (35 cap)",,45 min
DeadSaints_RecoverCargo_Hard_Title,Taking Back Our Goods,,,,,,,,
DeadSaints_RecoverCargo_Hard_Description,"Some upstarts hit my hauling crew on their way to do a delivery. Our tracker is telling us that our ship’s still located at <EM4>[LOCATION]</EM4> so I need you to head over there and get the cargo. You’ll need <EM4>a heavy-duty tractor beam</EM4> to lug the goods from the ship.\n\nI’d bet that whoever attacked us is still there waiting. Arm up, bring your crew, and if you can, give them one from me.\n\nOnce you’ve taken back our goods, drop it off at the freight elevator located at <EM4>[DESTINATION]</EM4>.\n\n-Twitch",,,"Reward: 122,750 aUEC\nTime Limit: 25 min\nEfficiency: 4,910 aUEC/min\nRequires: Sr. Contractor",Encounter: 8 ships\nHostiles: 7 ship(s),,,,
headhunters_ChainElimAll_3C_ElimSpec_AttackXT_VH_title_001,Taking down a XenoThreat Hideout, <EM4>[BP]</EM4>,,,,,,,
headhunters_ChainElimAll_3C_ElimSpec_AttackXT_VH_desc_001,"Got a juicy assignment for any big-time enforcers who want to clear a big payday. Over at [LOCATION] we got some XenoThreat turf run by a real bastard named [TARGET]. Now if you've been in the system long enough, you've probably either heard of [TARGET] or at least seen their work. Skag has a tendency to leaves bodies wherever they go.\n\nAnyway, Judge wants this area swept clean, that means you gotta hit all three clusters and kill every XenoThreat dirt you find. Kill enough and [TARGET] won't be able to hide.\n\nTake them all out and have one on us.\n\nStows out.",,[BP Reward],"Reward: 260,750 aUEC\nTime Limit: 45 min\nEfficiency: 5,794 aUEC/min\nRequires: Head Contractor",,,"100% chance — 1 of 8\n- Atzkav Sniper Rifle\n- Atzkav ""Igniter"" Sniper Rifle\n- Atzkav ""Mirage"" Sniper Rifle\n- Calico Arms Tactical\n- Calico Core Tactical\n- Calico Legs Tactical\n- Calico Helmet Tactical\n- Atzkav Sniper Rifle Battery (8 cap)",,
headhunters_ChainElimAll_1C_AttackXT_M_title_001,Taking out some XenoThreat trash, <EM4>[BP]</EM4>,,,,,,,
headhunters_ChainElimAll_1C_AttackXT_M_desc_001,"Just got clearance from my Judge to start banging back against XenoThreat. Been eyeballing some spots under their control near [LOCATION].\n\nI'll give you the targets to hit, you kill everyone you find. Hell, I'd love to go myself, sounds like fun.\n\n-Stows",,[BP Reward],"Reward: 70,750 aUEC\nTime Limit: 16 min\nEfficiency: 4,422 aUEC/min\nRequires: Sr. Contractor",,,"100% chance — 1 of 8\n- Atzkav Sniper Rifle\n- Atzkav ""Igniter"" Sniper Rifle\n- Atzkav ""Mirage"" Sniper Rifle\n- Calico Arms Tactical\n- Calico Core Tactical\n- Calico Legs Tactical\n- Calico Helmet Tactical\n- Atzkav Sniper Rifle Battery (8 cap)",,
HeadHunters_RecoverCargo_Easy_Title,Taking what’s ours,,,,,,,,
HeadHunters_RecoverCargo_Easy_Description,"Managed to intercept a ship carrying some goods over at <EM4>[LOCATION]</EM4> but we hit a snag - our guys didn’t have enough space in their ships to store it. You wanna make some quick creds? Head over there and grab the stuff. Could be a few scavs there by now so be on your guard.\n\nJust don’t forget to bring a <EM4>heavy-duty tractor beam</EM4> as that shit’s heavy.\n\nWhen you’re done, drop it off at the freight elevator at <EM4>[DESTINATION]</EM4> and we’ll take care of the rest.\n\nStows out.",,,"Reward: 32,750 aUEC\nTime Limit: 10 min\nEfficiency: 3,275 aUEC/min\nCooldown: 45 min\nRequires: Jr. Contractor",Encounter: 4 ships\nHostiles: 3 ship(s),,,,45 min
headhunters_ChainElimAll_2C_ElimSpec_AttackXT_H_title_001,Taking XenoThreat Turf, <EM4>[BP]</EM4>,,,,,,,
headhunters_ChainElimAll_2C_ElimSpec_AttackXT_H_desc_001,"Need some good soldiers with a taste for violence to hit some XenoThreat hideouts located around [LOCATION]. I'll get you the specifics if you're down, but you'll have to wipe out two separate clusters of hideouts. \n\nWe've also gotten word that [TARGET] is lurking around down there. If you take out enough XenoThreat dirtbags, they'll pop they're head up. \n\nWhen they do, put a round in it.\n\nStows out.",,[BP Reward],"Reward: 171,750 aUEC\nTime Limit: 35 min\nEfficiency: 4,907 aUEC/min\nRequires: Veteran Contractor",,,"100% chance — 1 of 8\n- Atzkav Sniper Rifle\n- Atzkav ""Igniter"" Sniper Rifle\n- Atzkav ""Mirage"" Sniper Rifle\n- Calico Arms Tactical\n- Calico Core Tactical\n- Calico Legs Tactical\n- Calico Helmet Tactical\n- Atzkav Sniper Rifle Battery (8 cap)",,
headhunters_killship_asteroid_rank1_title_001,Target at [LOCATION], <EM4>[BP]</EM4>,,,,,,,
headhunters_killship_asteroid_rank1_desc_001,"There's a nest that needs to be taken out around [LOCATION] that has been taken over by some squatters. We don't care about most of them, but word's gotten back to us that they're sheltering [TARGET] who has a long history of stealing Headhunter loot. Time's come to take them out.\n\nWord is that [TARGET] is in a ship, but may rely on the base's defenses to protect them, so be careful. You kill 'em, you get paid. \n\nYou know, the usual.\n\nStows out.",,[BP Reward],"Reward: 43,250 aUEC\nTime Limit: 12 min\nEfficiency: 3,604 aUEC/min\nCooldown: 45 min\nRequires: Jr. Contractor",Encounter: 2-4 ships\nTarget: 1 ship(s)\nReinforcements: 1-3 ship(s),,100% chance — 1 of 8\n- SnowBlind\n- Cryo-Star SL\n- M6A Cannon\n- M7A Cannon\n- M8A Cannon\n- Singe Cannon (S1)\n- Singe Cannon (S2)\n- Singe Cannon (S3),,45 min
headhunters_killship_asteroid_rank0_title_001,Target takedown for a fast track in, <EM4>[BP]</EM4>,,,,,,,
headhunters_killship_asteroid_rank0_desc_001,"So here's the deal, Headhunters are looking to expand their talent pool and have a few openings for anyone who's got the stones.\n\nThere's a real piece of work named [TARGET] who thinks they've been really clever pinching cargo off of haulers moving through the system. We asked for a cut of their profits as a licensing tax to continue operating. When [TARGET] responded, they were very disrespectful.\n\nWe've tracked their ship to [LOCATION] and need them taken out. You should know, they're being smart and sticking close to some allies so they won't be alone.\n\nDo this and we'll consider you for future Headhunter work.\n\nStows out.",,[BP Reward],"Reward: 36,250 aUEC\nTime Limit: 10 min\nEfficiency: 3,625 aUEC/min\nCooldown: 45 min\nRequires: Neutral",Encounter: 2-4 ships\nTarget: 1 ship(s)\nReinforcements: 1-3 ship(s),,100% chance — 1 of 8\n- SnowBlind\n- Cryo-Star SL\n- M6A Cannon\n- M7A Cannon\n- M8A Cannon\n- Singe Cannon (S1)\n- Singe Cannon (S2)\n- Singe Cannon (S3),,45 min
Foxwell_X2_AttackIdris_Title,Target: XenoThreat Attack Group,,,,,,,,
Foxwell_X2_AttackIdris_Desc,"We have a fix on a XenoThreat Idris with fighter support at <EM4>[LOCATION]</EM4>. Their comms discipline's lousy. According to the radio chatter, the Commander's on board the Idris. Can't remember the last time we had such a strong fix on him. This could be a chance to decapitate the whole operation. \n\nWant in?\n\nKevin Walton\nDispatcher, Foxwell Enforcement\n'Security, Your Way'\n\nFoxwell Enforcement is a bonded security specialist licensed to operate throughout the UEE. We are always looking for new operators to join our family. If you or anyone you know is interested, please reach out to one of our contract representatives.",,,"Reward: 4,708,750 aUEC\nTime Limit: 600 min\nEfficiency: 7,848 aUEC/min\nRequires: Neutral",Encounter: 11 ships\nTarget: 1 ship(s),,,,
headhunters_bombingrun_multi_E_CFP_title_001,Teach Citizens for Prosperity A Lesson,,,,,,,,
headhunters_bombingrun_multi_E_CFP_desc_001,Every day it seems like Citizens for Prosperity is out here trying to snatch up more people for their shitty little cause and make life more difficult for hardworkin' folks like ourselves. \n\nI figure they could use a reminder about who really is in charge here. Head to [LOCATION] and really mess the place up. \n\nNothing like a bit of property damage to get a point across.\n\n-Stows out,,,"Reward: 49,750 aUEC\nTime Limit: 12 min\nEfficiency: 4,146 aUEC/min\nRequires: Jr. Contractor",,,,,
Intersec_ShipWaveAttack_DrawOutBoss_VH_Title_001,Terminate UEE Threat: [TARGET],,,,,,,,
